country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
ARE,United Arab Emirates,"Jebel Ali ""L"" - Ph I",WRI1008736,969.0,25.0461,55.1053,Gas,Oil,,,2005.0,DEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=288,WRI,1068475,,,,,,,,,,,,,,4542.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,"Jebel Ali ""L"" - Ph ll",WRI1008737,1393.0,25.0508,55.1112,Gas,Oil,,,2007.0,DEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=289,WRI,1068475,,,,,,,,,,,,,,6529.65,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,"Jebel Ali ""M""",WRI1008738,2060.0,25.0592,55.1181,Gas,Oil,,,2010.0,DEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=290,WRI,1067345,,,,,,,,,,,,,,9656.19,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,Khorfakkan Station (KHPS),WRI1023583,144.0,25.3671,56.3401,Gas,Oil,,,1987.0,SEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,WRI,1028583,,,,,,,,,,,,,,674.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,Layyah Power Station (LPS),WRI1023584,911.0,25.3527,55.3705,Gas,Oil,,,1977.0,SEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,WRI,,,,,,,,,,,,,,,4270.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,MBRSP} II,WKS0065024,220.0,24.7590,55.3830,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,477.90,549.27,523.78,524.16,516.29,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ARE,United Arab Emirates,MBRSP} IIIA,WKS0069243,200.0,24.7470,55.3850,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,424.11,461.26,470.15,470.13,469.74,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ARE,United Arab Emirates,MBRSP} IIIB,WKS0069244,300.0,24.7650,55.3700,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,634.26,711.37,685.08,684.34,670.02,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ARE,United Arab Emirates,Masdar City PV plant,WRI1008740,10.0,24.4345,54.6085,Solar,,,,2013.0,Masdar,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=291,WRI,1071980,,,,,,,,,,,21.54,21.98,22.03,21.15,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
ARE,United Arab Emirates,New Mirfah (MIPCO),WRI1023586,1728.0,24.1040,53.4264,Gas,Oil,,,2016.0,ADWEA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,WRI,1103380,,,,,,,,,,,,,,8099.95,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,Shams,WRI1023591,100.0,23.5711,53.7143,Solar,,,,2013.0,Masdar (60%)  Abengoa Solar (20%)  Total SA (20%),Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=287,WRI,1073451,,,,,,,,,,,177.12,179.07,178.34,176.02,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
ARE,United Arab Emirates,Sheikh Mohammed Bin Rashid Al Maktoum Solar Park Phase 1,WRI1023588,10.0,24.7652,55.3733,Solar,,,,2013.0,DEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=284,WRI,1093876,,,,,,,,,,,21.12,21.73,21.33,20.41,NO-ESTIMATION,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
ARE,United Arab Emirates,Shuweihat S1,WRI1008743,4889.0,24.1650,52.5680,Gas,Oil,,,2005.0,Shuweihat CMS International Power Company,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=292,GEODB,1046213,,,,,,,,,,,,,,22917.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,TAPCO,WRI1008746,2200.0,24.7680,54.6873,Gas,Oil,,,2005.0,ADWEA  TAQA  & CMS Generation Taweelah Limited,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1009638,,,,,,,,,,,,,,10312.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,Taweelah A1,WRI1008744,1671.0,24.7609,54.6803,Gas,Oil,,,2000.0,Gulf Total Tractebel Power Company  ADWEA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1049365,,,,,,,,,,,,,,7832.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,Taweelah A2,WRI1008745,760.0,24.7624,54.6835,Gas,Oil,,,2001.0,Emirates CMS Power Company,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1043968,,,,,,,,,,,,,,3562.48,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,Wasit Power Station (WPS),WRI1023589,1182.0,25.3732,55.4611,Gas,Oil,,,1998.0,SEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=285,WRI,1043358,,,,,,,,,,,,,,5540.59,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ARE,United Arab Emirates,zawra,WRI1023590,200.0,25.4460,55.4777,Gas,Oil,,,1980.0,FEWA,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=286,WRI,,,,,,,,,,,,,,,937.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
YEM,Yemen,Al Hiswa,WRI1022444,125.0,12.8271,44.9227,Oil,,,,1986.0,Public Electricity Corporation,Ministry of Electricity and Energy of Yemen,https://web.archive.org/web/20150318014800/http://www.pec.com.ye/,Industry About,1026264,,,,,,,,,,,,,,268.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
YEM,Yemen,Al Mansoura,WRI1022443,139.0,12.8536,44.9752,Oil,,,,,Public Electricity Corporation,Ministry of Electricity and Energy of Yemen,https://web.archive.org/web/20150318014800/http://www.pec.com.ye/,Industry About,1026265,,,,,,,,,,,,,,298.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
YEM,Yemen,Al Mukha,WRI1022441,160.0,13.3609,43.2517,Oil,,,,1985.0,Public Electricity Corporation,Ministry of Electricity and Energy of Yemen,https://web.archive.org/web/20150318014800/http://www.pec.com.ye/,Industry About,1057244,,,,,,,,,,,,,,343.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
YEM,Yemen,Dhaban,WRI1022445,41.0,15.4306,44.1863,Oil,,,,1980.0,Public Electricity Corporation,Ministry of Electricity and Energy of Yemen,https://web.archive.org/web/20150318014800/http://www.pec.com.ye/,Industry About,1026269,,,,,,,,,,,,,,88.00,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
YEM,Yemen,Khormaksar,WRI1022446,30.0,12.8155,45.0279,Oil,,,,1974.0,Public Electricity Corporation,Ministry of Electricity and Energy of Yemen,https://web.archive.org/web/20150318014800/http://www.pec.com.ye/,Industry About,1026271,,,,,,,,,,,,,,64.39,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
YEM,Yemen,Marib,WRI1022447,400.0,15.5520,45.7717,Gas,,,,2009.0,Public Electricity Corporation,Ministry of Electricity and Energy of Yemen,https://web.archive.org/web/20150318014800/http://www.pec.com.ye/,Industry About,1046495,,,,,,,,,,,,,,1422.82,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
YEM,Yemen,Ras Kanatib,WRI1022442,150.0,14.9893,42.9113,Oil,,,,1981.0,Public Electricity Corporation,Ministry of Electricity and Energy of Yemen,https://web.archive.org/web/20150318014800/http://www.pec.com.ye/,Industry About,1026289,,,,,,,,,,,,,,321.98,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
